school_name,url_address,address,postal_code,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,latitude_longitude,lat,lon
SI LING PRIMARY SCHOOL,http://www.silingpri.moe.edu.sg,61   WOODLANDS AVENUE 1,739067,62698832,na,63675516,na,SLPS@MOE.EDU.SG,Woodlands,912 from Woodlands Interchange,MR KOE EE TIONG,MR ANDREW NG SIOK KWANG,,,,,,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Si Ling Primary School, 61, Woodlands Avenue 1, Woodlands, Northwest, 739067, Singapore",1.4327239999999999,103.7857785129217
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,www.scgs.moe.edu.sg,190  DUNEARN ROAD,309437,62527966,na,62523076,na,SCGPS@MOE.EDU.SG,Stevens,"66, 67, 105, 132, 151, 153, 154, 156, 170, 171, 186, 190, 605, 700, 960",MDM TAN YUNCHIN EUGENIA,MDM PHUA KIA LING,,,,,,NOVENA,NORTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Singapore Chinese Girls' School, 190, Dunearn Road, Novena, Central, 309437, Singapore",1.3210897,103.82786731298657
SINGAPORE CHINESE GIRLS' SCHOOL,http://www.scgs.moe.edu.sg,190  DUNEARN ROAD,309437,62527966,na,62523076,na,SCGSS@MOE.EDU.SG,STEVENS MRT,"48, 66, 67, 105, 132, 151, 153, 154, 156, 170, 186, 190, 960, 971E, 972",MDM TAN YUNCHIN EUGENIA,MRS SHERMAINE TANG,MDM HO HUI PING,,,,,NOVENA,NORTH,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,Yes,Chinese,Malay,Tamil,"Singapore Chinese Girls' School, 190, Dunearn Road, Novena, Central, 309437, Singapore",1.3210897,103.82786731298657
SINGAPORE SPORTS SCHOOL,http://www.sportsschool.edu.sg,1    Champions Way,737913,67660100,na,67662100,na,enquire@sportsschool.edu.sg,Woodlands South MRT,"665, 900A, 901, 901M",MR ONG KIM SOON,MR HO BENG KIAT,MISS LOW YING XIU,,,,,WOODLANDS,NORTH,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVELS,No,No,No,No,Chinese,Malay,Tamil,"Singapore Sports School, 1, Champions Way, Woodlands, Northwest, 737913, Singapore",1.4272654,103.78772923507564
SOUTH VIEW PRIMARY SCHOOL,http://www.southviewpri.moe.edu.sg,6    Choa Chu Kang Central,689762,67697176,na,67631091,na,SVPS@MOE.EDU.SG,Choa Chu Kang MRT Station,307 / South View LRT Station,MDM SHARIDA BINTE BATCHA SAHIB,MISS TAN WAN KHENG,MISS ACHARY GOPALAN SHIYAMALA,,,,,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Choa Chu Kang Central, Choa Chu Kang, Southwest, 680346, Singapore",1.3836278,103.7445726
SPECTRA SECONDARY SCHOOL,https://www.spectra.edu.sg,1    WOODLANDS DRIVE 64,737758,64660775,na,64623928,na,spectra@schools.gov.sg,ADMIRALTY MRT,"901M, 904, 912, 913, 962, 964, 965, 969",MR TAN TECK HOCK,MR HOW PUI SENG,MR YIP CHOONG SENG JIMMY,,,,,WOODLANDS,NORTH,SPECIALISED SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Spectra Secondary School, 1, Woodlands Drive 64, Woodlands, Northwest, 737758, Singapore",1.43640725,103.80428360303222
SPRINGDALE PRIMARY SCHOOL,http://springdalepri.moe.edu.sg/,71   Anchorvale Link,544799,+65 63157600,na,+65 63153351,na,springdale_ps@moe.edu.sg,Sengkang Station (NE16)  Nearest LRT station: Farmway  *10-15 min walk from either station,"50, 85, 102, 372    Nearest Bus Stop: In front of Blk 326 Car Park  *1-2 min walk from bus stop; enter by Main Gate along Anchorvale Link or Rear Gate",MDM NEO LAY WAH,MR HO WEE MIN KELVIN,MR SHOEB BURHANUDDIN,,,,,SENG KANG,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Springdale Primary School, 71, Anchorvale Link, Seng Kang, Northeast, 544799, Singapore",1.3949768,103.88977656483088
SPRINGFIELD SECONDARY SCHOOL,http://www.springfieldsec.moe.edu.sg,30   TAMPINES AVENUE 8,529593,63183053,na,63183050,na,SPRINGFIELDS@MOE.EDU.SG,"TAMPINES MRT, TAMPINES WEST MRT","8, 15, 23, 58, 69, 118, 129, 291, 293, 298, 513, 518",MRS MABEL LEONG,MR CHAN WENG ONN MARTIN,MR KEITH TAN,,,,,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,na,"Springfield Secondary School, 30, Tampines Avenue 8, Tampines, Northeast, 529593, Singapore",1.34999395,103.9299857351644
ST. ANDREW'S JUNIOR COLLEGE,http://www.standrewsjc.moe.edu.sg/,5    Sorby Adams Drive,357691,62857008,62852007,62850037,na,sajc@moe.edu.sg,Potong Pasir NE10,"SBSTransit: 8, 26, 31, 90, 142 ,151, 154 (Diocese of Singapore) SMRT Buses:  857, 966, 985 (Diocese of Singapore),  853 (Upper Serangoon Road)",MR THAM KINE THONG,MR ANG KHENG SAN CECIL,MRS WHANG AI LEE,,,,,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,na,na,na,"St Andrew's Junior College, 5, Sorby Adams Drive, Potong Pasir, Southeast, 357691, Singapore",1.3319318500000001,103.86353130239937
ST. ANDREW'S JUNIOR SCHOOL,http://www.saintandrewsjunior.moe.edu.sg,2    FRANCIS THOMAS DRIVE,359337,62884303,na,62895242,na,sajs@moe.edu.sg,"Potong Pasir,Toa Payoh","8,13,26,31,90,90A,107,133,142,147,853,NR6",MISS NEO PHEI TZE PATSY,MR THAM KINE CHUEN THOMAS,,,,,,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"St. Andrew's Junior School, 2, Francis Thomas Drive, Potong Pasir, Southeast, 359337, Singapore",1.3314877,103.8650956160098
ST. ANDREW'S SECONDARY SCHOOL,http://www.standrewssec.moe.edu.sg,15   FRANCIS THOMAS DRIVE,359342,62851944,na,63823779,na,sass@moe.edu.sg,POTONG PASIR MRT,"8, 13, 26, 31, 90, 90A, 107, 133, 142, 147, 853",MR LEE HAN HWA,"MR TEO HAN WOON, DENNIS",MISS TEO PEK HOON AGNES,,,,,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"St. Andrew's Secondary School, 15, Francis Thomas Drive, Potong Pasir, Southeast, 359342, Singapore",1.3311030000000001,103.86612132153002
ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,http://www.stanthonyscanossianpri.moe.edu.sg,1602 BEDOK NORTH AVE 4,469701,64492239,na,64492146,na,sacps@moe.edu.sg,Bedok MRT,17,MDM KOK LAI YOKE,MRS IRENE GOH HOCK NGUAN,MDM ARIKEN CHARMAINE CARRIE,,,,,BEDOK,EAST,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"St Anthony's Canossian Primary School, 1602, Bedok North Avenue 4, Simpang Bedok, Bedok, Southeast, 469701, Singapore",1.3349316,103.94086619821809
ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,http://www.stanthonyscanossiansec.moe.edu.sg,1600 BEDOK NORTH AVENUE 4,469700,64490616,na,64490162,na,sacss@moe.edu.sg,"BEDOK MRT, BEDOK RESERVOIR MRT","17, 14, 46, 222",MDM KOH TYNG YUANN FIONA,MDM NG MEOW LENG NANCY,MISS WANG SIEW PING,,,,,BEDOK,EAST,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,"St Anthony's Canossian Secondary School, 1600, Bedok North Avenue 4, Simpang Bedok, Bedok, Southeast, 469700, Singapore",1.334946,103.9423636122844
ST. ANTHONY'S PRIMARY SCHOOL,http://www.stanthonyspri.moe.edu.sg,30   Bukit Batok St 32,659401,65690822,na,65690811,na,SAPS@MOE.EDU.SG,Bukit Gombak MRT Station,945,MISS CECILIA LIM SEOK CHENG,MDM SEOW SWEE NEO CHRISTINA,MISS MATHEW ANNA,,,,,BUKIT BATOK,WEST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Bukit Batok Street 32, Bukit Gombak, Bukit Batok, Southwest, 650330, Singapore",1.3632481,103.7487009
ST. GABRIEL'S PRIMARY SCHOOL,http://www.stgabrielspri.moe.edu.sg,220  Lorong Chuan,556742,62803628,na,63820344,na,STGPS@MOE.EDU.SG,Lor Chuan MRT Station (Circle Line),"73, 105, 159",MR MARTIN TAN SIEW KIN,MR KEITH TAN CHIN HENG,,,,,,SERANGOON,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"St Gabriel's Primary School, 220, Lorong Chuan, Serangoon, Southeast, 556742, Singapore",1.34972,103.86216445635833
ST. GABRIEL'S SECONDARY SCHOOL,http://www.stgabrielssec.moe.edu.sg,24   SERANGOON AVENUE 1,556140,62889470,na,62898615,na,STGSS@MOE.EDU.SG,SERANGOON MRT,158,MR LIM CHEE KOON SHAWN,MISS CHENG LI NGOH JACKIE,MDM YEE WHOY CHONG,,,,,SERANGOON,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"St. Gabriel's Secondary School, 24, Serangoon Avenue 1, Serangoon, Southeast, 556140, Singapore",1.3465775500000001,103.87547399268121
ST. HILDA'S PRIMARY SCHOOL,http://www.shps.moe.edu.sg,2    Tampines Ave 3,529706,67811916,na,67830527,na,shps@moe.edu.sg,"Tampines West, Tampines Central",Feeder Bus service: 293 from Tampines Interchange (towards St 71),MDM LEONG BENG YUET DAPHNE,MR ANG WEI TECK,MDM GOH HUI CHENG,,,,,TAMPINES,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,Yes,No,Chinese,Malay,Tamil,"St. Hilda's Primary School, 2, Tampines Avenue 3, Tampines, Northeast, 529706, Singapore",1.3493751,103.93659363311278
ST. HILDA'S SECONDARY SCHOOL,http://www.sthildassec.moe.edu.sg,2    TAMPINES STREET 82,528986,63055277,na,67865011,na,SHSS@MOE.EDU.SG,"TAMPINES MRT, TAMPINES WEST MRT","22, 129, 293, 298","MDM HENG SUE LIN, JANICE",MDM SO MUN YEE,,,,,,TAMPINES,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"St. Hilda's Secondary School, 2, Tampines Street 82, Tampines, Northeast, 528986, Singapore",1.350089,103.93699514615196
ST. JOSEPH'S INSTITUTION,http://www.sji.edu.sg,38   MALCOLM ROAD,308274,62500022,na,62533640,na,contact@sji.edu.sg,STEVENS MRT,"105, 132, 151, 153, 154, 156, 186, 190, 960, 972",FR ADRIAN AUGUSTUS DANKER,MR DOMINIC ANG SWEE KENG,MDM LOH YOON LIN,MDM LIM LAY HOON,,,,NOVENA,SOUTH,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,No,No,No,Yes,Chinese,Malay,Tamil,"St. Joseph's Institution, 38, Malcolm Road, Novena, Central, 297829, Singapore",1.3241929,103.82832103058232
ST. JOSEPH'S INSTITUTION JUNIOR,http://www.sjijunior.edu.sg,3    ESSEX ROAD,309331,62552700,na,62557455,na,sjijunior@moe.edu.sg,Novena,21;54;56;57;124;131;141;166;518;851;980,MR LEONG YEW HON ERIC,"MISS YAK HIOK WOON, FAITH",,,,,,NOVENA,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Saint Joseph's Institution Junior, 3, Essex Road, Novena, Central, 309331, Singapore",1.31754345,103.8463068157661
ST. MARGARET'S PRIMARY SCHOOL,na,2    Mattar Road,387724,na,na,na,na,na,Mattar MRT Station (DT25),"40, 61, 63, 65, 66, 135, 154, 155, 158",MRS KO-TAN LI LING,MDM ALISON ANG SIOK PHING,,,,,,CENTRAL,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"MacPherson Primary School, 2, Mattar Road, Geylang, Southeast, 387724, Singapore",1.3245444,103.88162980070163
ST. MARGARET'S SECONDARY SCHOOL,http://www.stmargaretssec.moe.edu.sg,111  FARRER ROAD,259240,64664525,na,64666709,na,stmargaretss@moe.edu.sg,FARRER ROAD MRT,"48, 93, 153, 165, 174, 186, 855, 961",MISS LIM HUI KHENG LINDA,MS TOH SUSAN,,,,,,BUKIT TIMAH,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,"St Margaret's Secondary School, 111, Farrer Road, Bukit Timah, Northwest, 259240, Singapore",1.32043285,103.80968354710049
ST. PATRICK'S SCHOOL,http://www.stpatricks.moe.edu.sg,490  EAST COAST ROAD,429058,63440929,63441429,63445152,na,stpatricksch@moe.edu.sg,KEMBANGAN MRT,"10, 10E, 12, 13, 14, 14E, 15, 16, 31, 32, 36, 40, 43, 47, 48, 55, 135, 150, 155, 196, 197",MR MARK GERARD MINJOOT,MR LEONG TSHUN KHONG PAUL,MS NG FOONG MENG,,,,,BEDOK,EAST,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Saint Patrick's School, 490, East Coast Road, Bedok, Southeast, 429058, Singapore",1.3086646499999999,103.91694506663454
ST. STEPHEN'S SCHOOL,http://www.ststephens.moe.edu.sg,20   SIGLAP VIEW,455789,62419513,64441645,64422576,na,STSTEPHENSCH@MOE.EDU.SG,Kembangan MRT Station,"2,7,24,25,26,28,30,32,33,67,854",MR GOH HENG LIANG TIMOTHY,MR EDWIN HENG TOW YANG,,,,,,BEDOK,EAST,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"St. Stephen's School, 20, Siglap View, Bedok, Southeast, 455789, Singapore",1.318257,103.91827351658476
STAMFORD PRIMARY SCHOOL,http://www.stamfordpri.moe.edu.sg,1    VICTORIA LANE,198423,62945074,na,62919262,na,STAMFORD_PS@MOE.EDU.SG,"Bugis MRT Station, Jalan Besar MRT Station","Along Victoria Street:2,7,12,32,33, 51, 61,63,80,130,133,145, 175, 197",MDM FAN YUEN FUN CASSIE,MDM RAHIMA BTE ABDUL RAHMAN,,,,,,CENTRAL,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Stamford Primary School, 1, Victoria Lane, Rochor, Central, 198423, Singapore",1.3038409,103.85730102406205
SWISS COTTAGE SECONDARY SCHOOL,http://www.swisscottagesec.moe.edu.sg,3    BUKIT BATOK STREET 34,659322,65637173,na,65693028,na,SCSS@MOE.EDU.SG,BUKIT GOMBAK MRT,"187, 188, 985, 945",MR SHERWIN CHENG SAN SHIAN,MR HOI WENG KIT DERRICK,MISS WONG WEE LING,,,,,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Swiss Cottage Secondary School, 3, Bukit Batok Street 34, Bukit Gombak, Bukit Batok, Southwest, 659322, Singapore",1.36456,103.75043307403962
TAMPINES MERIDIAN JUNIOR COLLEGE,http://www.tmjc.moe.edu.sg,21   Pasir Ris Street 71,518799,63493660,na,63493667,na,tmjc@moe.edu.sg,Pasir Ris MRT Station,"3, 39, 53, 81, 89, 109, 358, 518",MISS YOONG NYOK KE PAMELA,MR ANG YEOU PENG,MDM TOH LAY HAR,,,,,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,Chinese,Malay,Tamil,"Tampines Meridian Junior College, 21, Pasir Ris Street 71, Pasir Ris, Northeast, 518799, Singapore",1.37620765,103.93790362438747
TAMPINES NORTH PRIMARY SCHOOL,http://www.tampinesnorthpri.moe.edu.sg,30   TAMPINES AVENUE 9,529565,67854329,na,67863117,na,TNPS@MOE.EDU.SG,Tampines MRT,"SBS Transit 28, 29, 293",MDM RATNA KUMARI D/O R RAMACHANDRA,MR HO FU CHEW,MR MOHAMED IMRAN B MOHAMED IHSAN,,,,,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Tampines North Primary School, 30, Tampines Avenue 9, Tampines, Northeast, 529565, Singapore",1.3605469000000001,103.94912431881409
TAMPINES PRIMARY SCHOOL,http://www.tampinespri.moe.edu.sg,250  TAMPINES STREET 12,529426,67831190,na,67843521,na,TPPS@MOE.EDU.SG,Tampines MRT,"8, 10, 17,18, 27, 31, 65, 292, 293, or any bus going into Tampines Interchange",MDM LEE LAY SEE/ MRS LAY SEE NEUFELD,MRS ZAHIRA BINTE MOHAMED SEDIK,,,,,,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Tampines Primary School, 250, Tampines Street 12, Tampines, Northeast, 529426, Singapore",1.3503174,103.9439018600156
TAMPINES SECONDARY SCHOOL,https://www.tampinessec.moe.edu.sg,252  TAMPINES ST 12,529427,67835423,na,67843059,na,TPSS@MOE.EDU.SG,TAMPINES MRT,"3,  8,  10,  15,  17,  18,  20,  21,  23,  27,  28,  31,  34,  39,  59,  65,  129,  168,  292,  298,  518",MR LAN MINGJUN,MS SANTHA SUKUMARAN,MR CHEONG TIEN BENG,,,,,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Tampines Secondary School, 252, Tampines Street 12, Tampines, Northeast, 529427, Singapore",1.3494462,103.94410229255537
TANGLIN SECONDARY SCHOOL,http://www.tanglinsec.moe.edu.sg,301  WEST COAST ROAD,127391,64248200,na,67734457,na,tanglin_ss@moe.edu.sg,CLEMENTI MRT,"30, 51, 78, 143, 285, 655",MR CHONG JACK SHENG,MR CHEEN HSIEN HONG,DR LIM SIEW YEE,,,,,CLEMENTI,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Tanglin Secondary School, 301, West Coast Road, Clementi, Southwest, 127391, Singapore",1.30983385,103.75804351906996
TANJONG KATONG GIRLS' SCHOOL,http://www.tkgs.moe.edu.sg,20   Dunman Lane,439272,63441593,na,63451487,64409187(from 2017),tkgs@moe.edu.sg,"PAYA LEBAR MRT, DAKOTA MRT","10, 16, 31, 32, 33, 40, 43, 134, 135, 197",MISS CHEW ING LIM,MDM YEHIDAAH BEEVI D/O SHAIK A,,,,,,MARINE PARADE,EAST,GOVERNMENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,"Dunman Lane, Marine Parade, Southeast, 438796, Singapore",1.3088206,103.894818
TANJONG KATONG PRIMARY SCHOOL,http://www.tanjongkatongpri.moe.edu.sg/,10   Seraya Road,437259,63444728,na,63445370,na,TKPS@MOE.EDU.SG,na,na,MDM CHUA LAY TIN,MDM HOO WAI LING,MDM TOH LENG LENG,,,,,MARINE PARADE,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Tanjong Katong Primary School, 10, Seraya Road, Marine Parade, Southeast, 437259, Singapore",1.30530945,103.90044091611762
TANJONG KATONG SECONDARY SCHOOL,http://www.tanjongkatongsec.moe.edu.sg,130  HAIG ROAD,438796,63443471,na,64409624,na,tkss@moe.edu.sg,"PAYA LEBAR MRT, DAKOTA MRT","10, 16, 31, 32, 33, 40, 76, 135, 197",MRS DOLLY ONG KIM LENG,MR KOH TONG SEAH,MDM NG SIEW CHIN,,,,,MARINE PARADE,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,"Tanjong Katong Secondary School, 130, Haig Road, Marine Parade, Southeast, 438796, Singapore",1.3083187,103.89733967436041
TAO NAN SCHOOL,http://www.taonan.moe.edu.sg,49   MARINE CRESCENT,449761,64428307,na,64435973,na,taonan_sch@moe.edu.sg,"Paya Lebar, Eunos","13, 16, 31, 36, 43, 48, 55, 134, 196, 197",MDM POH QINYU,MR LEOW YEN MIN (LIAO YANMING),MISS CHOW CHIA MIN AGNES,,,,,MARINE PARADE,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,Yes,No,Chinese,na,na,"Marine Crescent, Mavisbank, Plantation, Glasgow, Glasgow City, Scotland, G51 1HD, United Kingdom",55.8546732,-4.2792371
TECK GHEE PRIMARY SCHOOL,http://www.teckgheepri.moe.edu.sg,1    ANG MO KIO STREET 32,569299,64548769,na,64589886,na,tgps@moe.edu.sg,Ang Mo Kio & Bishan,"22,24,135,853,162,262,159",MR WONG JIA WANG,MDM RAPS AZRINAH,,,,,,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Teck Ghee Primary School, 1, Ang Mo Kio Street 32, Ang Mo Kio, Central, 569299, Singapore",1.36536405,103.85093696575059
TECK WHYE PRIMARY SCHOOL,http://www.teckwhyepri.moe.edu.sg,11   TECK WHYE WALK,688261,67691025,na,67635191,na,twps@moe.edu.sg,Choa Chu Kang MRT & LRT,"975, 190 & 985",MISS WONG LIANG- JI TABITHA,MRS CHAY GEK NOI,,,,,,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Teck Whye Primary School, 11, Teck Whye Walk, Choa Chu Kang, Southwest, 688261, Singapore",1.3838682,103.75364438639032
TECK WHYE SECONDARY SCHOOL,http://www.teckwhyesec.moe.edu.sg,31   TECK WHYE CRESCENT,688848,67691386,na,67630487,na,TWSS@MOE.EDU.SG,"CHUA CHU KANG MRT, PHOENIX LRT","975, 985, 190, 982E",MR N SIVARAJAN,MISS DIANA GOH BOON LANG,MDM JANE LEE EE LEI,,,,,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Teck Whye Secondary School, 31, Teck Whye Crescent, Choa Chu Kang, Southwest, 688848, Singapore",1.3830944,103.75523104179673
TELOK KURAU PRIMARY SCHOOL,http://www.telokkuraupri.moe.edu.sg,50   BEDOK RESERVOIR RD,479239,62441600,na,62442182,na,telokkuraups@moe.edu.sg,Kaki Bukit MRT (nearest),"8, 15, 22, 55, 65, 60,66, 87 & 506",MISS LAU WAN SZE,MDM CHUA WANG LING IRENE,,,,,,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Telok Kurau Primary School, 50, Bedok Reservoir Road, Kaki Bukit, Northeast, 479239, Singapore",1.33088455,103.9113284864635
TEMASEK JUNIOR COLLEGE,http://www.temasekjc.moe.edu.sg,22   BEDOK SOUTH ROAD,469278,64428066,na,64428762,na,TEMASEK_JC@MOE.EDU.SG,BEDOK MRT,"12, 12E, 16, 31, 38, 47, 137, 155, 196, 196A, 197, 229",MDM SIM AY NAR,MDM TAN KIA HUAN,MR LOW CHEE WAI,,,,,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVELS,No,No,No,Yes,Chinese,Malay,Tamil,"Temasek Junior College, 22, Bedok South Road, Bedok, Southeast, 469278, Singapore",1.31820425,103.9349802695076
TEMASEK PRIMARY SCHOOL,http://www.temasekpri.moe.edu.sg,501  BEDOK SOUTH AVE 3,469300,64438134,na,64495871,na,temasek_ps@moe.edu.sg,Tanah Merah MRT,"229, 10, 14, 13, 48, 43, 506",MDM ANG GEK LENG ALISON AMANDA,MDM HASLINDAH BTE BAHROM,,,,,,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Temasek Primary School, 501, Bedok South Avenue 3, Bedok, Southeast, 479239, Singapore",1.3173917,103.94577303497164
TEMASEK SECONDARY SCHOOL,https://temaseksec.moe.edu.sg,600  UPPER EAST COAST ROAD,465561,64495020,na,64491450,na,temasek_ss@moe.edu.sg,"BEDOK MRT, TANAH MERAH MRT","10, 10E, 13, 14, 25, 43, 46, 55, 137, 229, 506, 531, 853",MS LEAH AW,MR PONG WEN LONG,MR TAY MENG KIAT,,,,,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,"Temasek Secondary School, 600, Upper East Coast Road, Bedok, Southeast, 465561, Singapore",1.3163472999999999,103.94785330286003
TOWNSVILLE PRIMARY SCHOOL,http://www.townsvillepri.moe.edu.sg/,3    ANG MO KIO AVE 10,569730,64574345,na,64570141,na,TOWNSVILLEPS@MOE.EDU.SG,"Bishan MRT, Ang Mo Kio MRT Stations","45, 50, 55, 261, 548, 22, 24, 128, 135, 159, 162, 162M, 262, 853",MR TAN BOON HONG VICTOR,MDM LYNETTE FERNANDEZ,,,,,,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Townsville Primary School, 3, Ang Mo Kio Avenue 10, Ang Mo Kio, Central, 569730, Singapore",1.3603771,103.8538821884711
